id	day1	day2	day3
KCNG1	3.162773954	-0.964209255	2.858437775
SP4	1.382716707	-2.13817683	5.981021505
MT-RNR1	-1.94213855	-1.529593162	1.899899645
TFG	-0.963468951	1.121346692	1.320805903
MYO1B	-1.587386291	2.141873364	3.295251311
SH3GLB1	-1.112129029	-0.986791924	1.618510248
TMEM170B	1.963907252	-1.188417111	-1.572584114
MT-ATP6	-2.822021314	4.016031165	-1.30648251
IFIT2	-2.500479231	3.406032064	-1.722101868
GATA3	4.588227354	3.734693049	1.382497388
ETV5	1.317255263	1.520304053	-3.380777956
NAV3	-2.530092369	3.150751758	2.425956329
HADH	1.199673656	1.737056503	-1.438249932
UBE2QL1	2.182071206	4.152707341	-2.582046353
PDGFRB	-2.254762891	-1.188767245	-1.522806213
EEF2K	-1.672204311	1.837162261	2.568851586
PBX1	0.903412009	1.336258402	2.6350739
TPGS2	-0.664159244	2.905117463	3.828890142
ONECUT2	1.268704167	2.225504172	2.297518351
MICA	1.230126062	2.40900306	3.606759057
KCNH4	3.782579614	-2.145142321	4.453507196
GBX2	4.705761892	1.172625447	1.484152861
OXR1	1.455609145	1.610966965	-1.377473052
TXNDC15	-1.926159855	1.946571314	4.886336668
PLCE1	1.039583445	-1.290679071	-2.283807779
NR2E1	4.338046171	-3.285663596	0.902697203
LHX6	4.566651717	5.141244175	3.327431716
BRD1	-1.844404251	-1.358366951	1.895322998
RAB11FIP1	0.946472789	2.591064879	1.566526934
LCN2	2.148567744	-2.295542661	1.779616821
TFPI	-1.108353406	-2.873536718	1.456266927
SLC6A15	4.188192705	-3.125230657	3.375726613
NDST1	-2.157695894	1.318310279	2.042552057
AP001148.1	-3.136633939	2.403036672	-1.105559932
ADIPOR1	0.902274469	1.299106868	3.111193765
TMEM243	1.875771604	-2.440155572	-3.166520435
COG1	-0.848821301	-1.908967934	2.267295787
SPTAN1	-0.965301818	1.038294564	-0.993645601
BRSK2	3.532153666	2.114398498	-0.922566121
CDC14A	1.632067419	1.723709755	3.135738528
ETNPPL	1.751371296	2.569973215	-1.807813768
CKMT1B	4.187778562	0.855765243	-2.313767419
NKX6-1	4.740013054	-2.573192584	2.520727767
TNIP1	-1.452524984	-1.925579945	1.598577816
CUL7	-1.870106339	-2.708479831	-1.071355793
CORO6	2.533812421	1.772889301	-3.1404125
ANO10	1.234515217	-0.722662305	0.756943898
RIPK1	-1.223521209	1.995962963	-1.078940241
RASSF3	-1.21374585	1.532078478	-3.535932087
IKBKE	-2.619401452	-1.33806475	3.733576503
KLF6	-1.069681622	2.654735941	1.322161146
GJB1	-2.455286439	-1.712442545	2.118466935
EPB41	-0.853206902	2.73169215	-3.928857734
MT-ND4L	-2.750060809	5.294311935	-1.79325156
SNTB1	-0.915432177	2.615697329	-1.548703798
CACNB4	2.965169942	3.271637811	0.9602937
CFAP99	2.788498619	3.247624947	4.025018096
SAP30L	1.405183135	-3.60503785	1.608375091
YIPF1	1.502743111	1.239914431	-1.16159138
AC009303.4	1.613375842	-4.339811159	1.292321583
SUCNR1	-3.431258187	-1.416578915	1.843905313
MN1	-2.057350612	1.531318893	-1.722064387
MT-CO2	-2.759654454	-1.54095047	-1.991750133
NRGN	3.959982983	-0.825341351	-2.736812767
ENDOD1	1.327265732	-2.183405088	-1.855598613
MED12L	1.617420848	-4.072255904	-3.630286986
SLC7A11	2.291439305	-1.5730826	-3.594972644
PHYKPL	-1.209889779	1.362736927	-2.51309844
DCBLD1	-1.105414255	2.39971272	-1.15616138
ADH6	-1.628736126	3.615325352	2.888083192
MTTP	-2.063625956	-2.410184322	-2.618378205
PLEKHM3	1.468341466	2.155514232	-2.640508654
ATRN	-0.570922661	-2.145347194	3.809733598
CACNA1B	4.424780508	-2.183966429	0.744653341
C6orf89	0.763430416	2.293735728	0.979784808
MAOB	-0.941976582	-1.150378833	5.902752633
MT1H	1.702393275	-2.745469268	2.830697374
ADCY8	4.594869453	-1.12989259	-1.445930563
PRICKLE2	-1.40562828	2.034791573	2.394383313
PRKCG	4.472264279	-3.325032693	1.17499058
TNFRSF11B	-2.912470868	-1.251627728	-3.64404101
NRDE2	-1.576892413	1.185039964	1.600205142
SCAF8	-1.118150559	2.200417081	1.744044078
ABCB11	-2.039904843	-2.164387961	-1.262982199
PAQR5	1.131963878	-3.08305566	1.430602662
AC111000.4	-2.168721102	-1.046048599	3.519773018
MST1R	-3.057737235	-2.80571638	1.559305944
CAMLG	1.192721944	-3.11562147	-1.802130603
ERAP2	-1.614576936	2.821506843	-2.180001469
TSPYL5	1.331929228	-4.322776306	3.626027277
MDM2	-1.10334496	0.662995071	-3.120099495
FBXW4	-2.33528525	-2.276593365	-1.280335318
TENT5B	3.452607054	-0.775381281	-2.414008696
TAGLN	-1.591281499	1.09511007	-0.945031655
CLEC16A	1.873778916	-0.622835903	2.532604219
MAPK1IP1L	-2.078677625	1.206390869	1.193133397
RNF150	4.319023208	1.986539766	2.551237489
MAP3K4	1.314077448	-2.719939434	-1.278388293
TNFRSF1A	-1.915833826	3.502931783	-1.326780247
BAIAP3	2.724438887	-1.85032118	-3.515724925
LIVAR	1.236273709	3.948220763	-2.676967679
SLC2A13	2.020765871	-1.501816258	2.931782443
CARS	0.762534355	-2.130549835	-1.823902602
NINJ2	-1.654522367	-1.421761977	-2.156993067
ZNF770	1.585954352	4.458358263	2.669134384
STBD1	-1.348363757	2.502175467	-1.208234569
WDR6	-1.641180382	-0.509716865	0.882959977
ACOT2	-1.678176937	3.44498857	2.215604847
FANK1	3.93593031	-2.236628983	2.768910063
OPA3	-1.188610285	-2.347775934	3.814382773
NINJ1	-2.332003688	1.741729849	1.182340974
HAO1	-2.687548905	1.947403164	1.716816856
AL078612.2	3.750879056	-3.303421648	-2.772314012
ADCK1	-1.957607188	1.425751272	-1.920327814
MED13L	0.678171371	0.699732199	-1.802442542
PRKAR1B	-2.353288468	-0.901873696	5.325173589
CHST3	-2.874124726	1.406306639	3.171351576
FBLIM1	-2.452348775	1.833948197	-0.813758982
TFAP2A	4.355683345	4.673521392	1.086142675
FAM160B1	-1.413443421	2.228051705	-1.160491765
ADH1B	-2.549568662	1.67719741	1.271661191
MAPK8IP1	2.371076433	-0.954122617	-1.251947222
BCS1L	-1.076606698	3.152490487	2.074514139
APOB	-1.623567453	4.662816949	-1.142023935
KCNH2	4.693753626	-1.082580573	-2.650813921
ASXL1	-1.088765959	-2.031788875	-1.53738202
SH3D19	-0.926428607	-1.541961551	-2.728752718
PRADC1	1.436377245	-1.362715483	1.323395859
GNAS	-0.977405651	4.185620508	2.692416484
ATG101	1.28482116	1.294867875	-1.375859465
ZNRD1ASP	1.532798025	-1.193746854	3.22916359
RNF122	2.034065656	1.505278656	-0.843446956
GSPT2	-1.195360378	4.099474049	-1.788926845
AFG3L1P	-1.633538781	-1.685509316	1.580131295
USP40	-1.186614156	1.510199101	3.05038692
KIF22	-1.365998658	2.835506876	4.384491653
ZMYND11	-1.60217444	2.745701442	2.20202232
HERC3	1.5824285	-1.558690916	-4.180875025
HERC1	1.278559073	-1.510484832	0.676600226
NFATC3	0.857601844	2.693935633	-1.156607332
MBOAT2	2.783407562	-1.188883778	-1.971082019
EPSTI1	-2.445266515	0.746378771	-1.761702206
COMMD7	-1.444043639	-0.983965054	2.96107273
MAP3K20	-1.396109485	2.673899767	1.876363137
RCC2	-1.42116545	3.904499091	-1.03706808
KIRREL1	-2.266817645	-1.915061466	-2.603087115
TSTD2	-1.118440393	5.36452544	2.213926341
DTX3L	-1.325706958	2.215119881	-0.629666586
NELL2	3.588992815	-1.457489154	2.007292581
RASSF2	1.292122759	1.387895822	-1.872172038
CCDC144A	1.386373936	2.579029563	2.288056487
HNF1A-AS1	-2.79032292	2.854033538	4.015455967
ZNF473	1.487639192	-1.089067413	1.083520081
CASP7	-1.158134378	1.741127231	-1.553071535
HIST1H4H	1.70948025	-1.817826571	1.446225844
RCC1L	-1.551784252	-4.235601438	3.182232594
TRPV4	-2.180152149	3.114094692	1.823645437
WSCD1	2.080682009	-0.922022401	4.238050346
RNF152	1.590845054	3.765857121	0.614439968
CLDN10	4.556485138	1.021496189	-4.047292376
SLCO4C1	1.760657858	4.427259609	-2.397714157
AL133325.3	3.277674031	-0.804921488	-2.705992894
TBL2	-1.028417644	-2.810277123	3.61847374
SMARCAL1	-1.160853965	3.609287673	-0.901006014
PROZ	-1.745733572	-1.694663182	-0.861345153
IGSF9B	4.115869922	-1.994203473	3.523318237
ADARB1	1.397149941	-1.493738284	1.148154829
UGT2B10	-2.576664556	-2.510403816	3.32602929
MTND2P28	-3.478007698	0.878695936	-3.380439959
AC018358.1	4.203506957	5.125524175	-1.813645167
CCNB2	-1.652573641	5.376899098	-4.341581218
TMTC1	1.154502784	1.768037906	1.388328407
PPARA	0.663438821	2.445550011	-1.745590183
XYLT1	3.121068065	-1.102263965	-1.049447313
EFHC1	1.636135623	4.913589157	2.720721594
ARHGAP32	1.01137883	-1.37224475	4.035716563
SULT1A1	-1.71145787	0.992389491	4.179237895
DUSP6	0.938059011	2.468377555	2.816220004
TP63	-3.465697522	-3.829836005	-1.772767858
UQCC1	-0.828288161	2.24727565	2.797470601
GPD1	-2.033855257	-1.586527733	0.882468583
SNX18	1.103325523	2.421972907	-2.026885862
DOCK3	2.363231668	-2.575741522	-2.978852321
YBX2	3.643806282	-2.120807465	-3.271623435
CCNA1	3.706901134	1.357039306	-1.28167069
REEP1	1.360725239	3.887426338	1.808115209
IDH3G	-1.627575519	2.42807488	-1.76483812
MAPKAPK3	-1.190533806	-1.52495732	3.555757558
CACHD1	1.084672236	2.102000645	-0.852780465
FABP1	-3.047457384	-1.12721612	2.279691597
ARHGEF10	1.263651808	2.006916919	-0.818297917
NOVA2	4.39031901	1.014368698	0.872237971
AKAP12	1.36306963	1.088017004	1.235730811
ERRFI1	0.901130242	1.471515248	-2.612534135
PAQR3	1.873670105	-1.350887426	1.038016624
GSTZ1	-1.047497084	-1.170979219	2.000847333
SELENBP1	-1.322242756	2.237787112	-0.774654627
RCAN2	1.053737853	1.557879505	1.155646664
LRRC28	0.865030248	-1.25385851	-1.584747315
LINC01534	2.552712087	-2.450902298	-1.353116554
SGTB	1.547641252	-0.988543185	1.979915938
COG7	-1.341500902	1.893982068	6.034711367
DNAJB11	1.31488021	-1.000907852	1.747837039
TMEM41B	1.881333186	3.972105191	0.893689494
FGA	-1.695606882	5.347560225	-2.331966312
PHKG2	1.080876433	3.370374668	-0.752878099
YWHAH	-1.12972928	3.904313596	1.233302782
AL365203.2	-1.474419003	-2.792507718	1.002748357
TMC7	-1.004476371	-4.314539305	4.111732382
SIRT5	0.76481142	1.825322596	2.063576196
BX248415	-3.872974789	1.143029023	-1.28256375
QPRT	-1.608835461	-2.531832906	2.253079227
ATOH8	-3.316182365	3.895665603	-1.527113918
NEIL1	-3.099014032	-1.086182754	1.368793101
ECM2	-1.942578994	1.672279194	-1.31612041
APOL6	-1.255028682	1.203482823	-2.076167599
FBXL20	0.997338078	-2.636509378	1.573416889
APEX1	-0.952698285	-3.670801702	1.151802082
PSG6	-3.377283019	1.466969049	-2.336506868
CIRBP	-1.183867178	-1.975278366	3.150536893
RDH12	2.299329968	6.07227228	-2.430514464
NBPF3	1.465427248	0.705581714	1.524575422
EXD2	-0.885987434	-0.925815762	-2.788766372
HSPA2	1.66841952	-2.20469693	-1.109534603
C4BPB	-2.063699423	4.618990435	3.396280978
HES1	-1.503823078	-1.425757695	0.816140263
AC125603.2	4.326040705	-0.818794067	1.371103298
VGLL3	3.804311722	3.435350668	-1.716586893
DUBR	1.977832739	-1.820227981	-2.178685436
IFT46	1.45949071	-0.863273098	3.32272106
NRN1	3.992099503	1.839213755	-1.223321195
SLC50A1	1.166284622	1.601645728	-1.378279407
PTPRE	1.946034277	-0.850321217	0.775706714
SOCS7	1.651105322	4.511433218	2.780896761
LINC02001	2.919624819	2.276934486	-1.062223996
ARNTL	1.175484749	-1.397875826	1.470550226
TSPEAR-AS2	2.500554421	-1.105783296	2.076895073
PRPF4	1.123660389	4.720585888	1.542292396
KCTD17	1.938814343	1.514366266	-0.68939027
AC245041.1	-2.487389223	0.873568381	-2.345925006
RAB15	-1.478768281	4.757005209	1.926131643
CELF3	4.29979866	1.019026962	-0.817913131
CERK	0.88008667	2.291299643	-2.791512543
SULT1A3	-2.662718358	1.938815048	2.462819246
NXPH3	4.200017677	3.521471007	2.687207789
ZBED6	-1.626947593	-3.743907553	-2.048424838
FUT11	-1.09520205	-1.433346801	-3.79527753
MTND4P20	-2.745980631	-2.714646618	-4.51395676
UGT2B4	-1.969424828	-1.223207408	-1.462184508
CP	-1.453631398	2.577728389	-0.891000774
OBSL1	-2.233408589	3.559037412	2.699455566
HAP1	2.478722896	-1.677529689	5.778713697
ISLR2	3.921666637	-2.530743472	-2.55916069
AMZ1	2.606059731	1.344434275	1.436781468
ATP5PF	-1.216963584	-1.037025319	-1.270966699
ABHD6	0.91189053	0.955109683	-2.169411817
PTCH1	1.912075501	5.183598872	2.306229014
LINC02499	-3.500057073	1.187278359	1.757066693
CTNNA1	-0.739781797	3.745786373	2.3639417
TIMM10B	0.747003197	1.718691681	1.169112385
CCNB3	1.692545329	1.341600859	1.770355161
THEMIS2	2.374388863	-1.724168238	-1.854078457
RNF165	2.275806944	1.41886045	4.300406145
LUC7L	-1.319363807	2.642750453	-1.074485652
SEL1L	1.27331861	-3.107622804	0.590479138
TFCP2L1	1.894564967	2.077250861	3.540740775
TBX15	-1.157017031	0.802887487	-2.926666254
FAM43B	3.906513747	2.81478785	-3.329754213
CAV1	-1.176181781	-2.687803371	-1.152425241
MT-CYB	-2.370796409	-1.16658162	1.292899531
UCA1	-2.436189347	-3.228918704	3.717749876
FUT6	-3.112360794	1.019717164	-1.341800824
CKB	1.994884844	1.191044412	-1.455318784
ZC3H10	1.341998677	-2.745010887	4.508236387
PCDHAC2	2.645964953	-1.645781993	5.769482256
DCAF8	-0.914348451	3.483596046	-2.212379268
RGS12	-1.637679805	-2.937241792	-0.996044425
HERC5	2.352770487	1.745413312	1.260162509
GRPR	-1.608837395	3.703406413	-2.781532739
PLCG2	1.018445021	1.351575017	1.985254124
DNAH6	2.561535154	2.563268152	-4.085087672
WDR13	-1.418488554	-1.254358686	-2.497291332
MAGED1	-1.632661494	-1.394357287	-1.944291991
ZNF207	-1.096097329	-1.526288016	5.365669863
C1RL	-1.713382422	1.286685426	-2.332637208
G6PD	2.269446818	-1.682841161	3.247482599
PRAMEF34P	-4.066605294	4.288381176	2.190218614
TLR1	-2.041511123	3.54199509	-0.917581817
PLTP	2.507589239	-1.599701242	2.987763199
AMIGO1	-1.653778146	3.407482329	1.35055427
TTC28-AS1	1.554273175	-1.359490617	1.852440754
FAM126B	1.217222952	1.398102575	-0.868969391
SYT9	1.253120951	1.372703667	-3.255056429
SSTR2	1.728942223	1.283883046	4.141791871
RCCD1	-2.477396578	-3.585738013	-0.653795332
CHRNA3	3.394701993	2.176829189	-2.092963699
GPR137C	2.416020666	2.757744438	-2.337090227
MTMR11	-1.632163822	1.634087619	-1.534694851
RAD51D	-1.60026858	1.440961764	1.185044771
SRPX2	-1.297168746	-0.980413891	0.727237965
EPHA4	4.111944619	3.272235005	-1.204865181
SCUBE1	2.405581726	3.177664616	-1.221773661
MTATP6P1	-2.755277429	-1.624168917	-2.057901026
CHRNB1	-1.574523201	3.216089588	0.600640418
ARL6	2.343188237	2.855264199	1.85272669
UBE2E3	-1.131211362	-0.801030623	-1.575654366
A1CF	-1.276842633	3.470971965	-1.47627126
MEPCE	-2.155053138	3.890165181	-2.178291349
ANKRD42	1.702381466	-2.226981406	1.581224572
ARMH1	2.074279752	-1.637775064	-3.458943369
HOMER1	1.990592231	-1.464962429	2.424785667
CPN2	-1.93157829	5.533903676	-2.281745518
ZNF620	1.809517309	-0.775904955	3.609179756
LMLN	1.424702979	3.871290389	-1.91174976
ACVR1C	2.446351049	-2.167554306	-5.355538896
DLG5	-2.28408743	-1.539906165	0.968478147
FIBIN	2.53592188	-1.595030959	1.503403135
KIRREL2	4.108815055	3.664660144	1.301732323
BRPF3	-1.699578328	1.477576186	4.984574439
AC239799.2	2.85304743	-1.467611424	2.771890888
MGAT5	1.018695781	1.436610424	-1.647571112
CCDC189	2.671838944	1.272280079	-1.740019453
PPFIA4	3.571252102	-2.702209791	0.986254865
SETDB1	-1.171207537	-0.799224864	1.275377379
IFI35	-1.658870467	-1.732581598	-1.177822361
ACOT12	-2.139228277	-2.761803587	-1.994758605
DLGAP1-AS2	1.823266584	5.410110383	4.392051058
PREX1	1.910482339	4.002881909	-0.800948574
ATP1A3	3.545335169	0.788428922	2.816551453
CAPN1	-1.91665276	-2.505325583	4.796635915
S100A16	-1.410271946	2.077079895	-1.364226272
ANGPTL3	-2.120886278	-1.918401412	2.558683392
IL17RD	1.705273969	0.589475022	1.145069123
BLNK	-1.388888773	2.557155327	-1.478870873
METTL25	-2.918934083	-1.962816256	0.867584646
DNAJB12	-1.37115435	-2.274561395	2.864458551
RUNDC3A	3.762837013	2.512576404	1.307798454
PYY	3.20343041	1.190372149	4.499888288
APOLD1	1.59856326	-2.593517975	-4.409854584
EFCAB1	3.933444489	2.027119866	3.136868662
CPEB2	-1.717064243	-1.432461481	0.681292579
U2AF2	-2.13837028	1.14784495	2.424393639
DPY19L2P1	3.576465589	1.916512358	-1.14699519
SSBP2	1.647704555	-1.460654762	-2.515603212
PDGFB	-2.352741501	-1.172319061	-1.523973726
AL596244.1	2.083000836	-1.508972668	3.221135537
HSD17B2	-1.648151636	1.498920956	1.821998718
CHD4	-0.708474608	-1.165568114	1.376700616
LGMN	0.958369541	-1.281696436	3.441267122
TMEM42	0.825015844	-2.30985829	-1.217264308
CCDC74A	3.001473854	2.160837148	-2.702841176
SORBS1	0.846152882	2.689888556	-0.520483211
KCNJ8	-1.321369068	-0.933756888	-1.547820584
SLC17A1	-2.058076825	0.866206406	-1.10835507
HECW2	-2.199637116	0.726501384	1.333931794
NTNG2	3.299089687	4.844205673	1.273928183
AC027031.2	4.00753237	-1.400654255	-1.447990546
PMM2	-0.730295509	-2.355061994	2.682739091
RFX2	2.043271501	-5.003222394	5.504128785
SLC9A2	2.944991654	-3.222786164	0.921433688
EMP1	-2.607796037	-1.677143902	1.752672986
EIF5A2	1.709055389	1.185353412	0.845344709
PCDH9	-1.808105314	0.952273156	-1.248546169
VASP	-1.627573115	-3.975061837	1.914294926
QPCT	-1.190118956	-2.504092024	0.962044909
INAFM1	3.019037828	-1.110744702	3.525339035
SLC2A10	-1.623072201	-1.484409018	5.445626545
SUCLG2-AS1	-1.563801865	-1.757995443	3.106668653
FAM171A1	-1.462214954	2.408686611	0.983684904
TNFRSF10D	-0.724112634	1.895394805	-1.041082771
COG5	1.241050851	0.515846979	3.234845326
TMEM164	-1.566644631	-0.9689859	-1.050456788
AC007405.3	1.815313232	-1.122586197	-1.364769512
PTRHD1	-1.576878375	-0.972306525	0.745303103
DLL3	2.974882152	3.002860731	1.300677513
HNRNPH1	-1.32917786	2.222940192	-0.712078922
TMEM248	-0.770339469	-1.326866326	-3.064072339
MT1F	1.201933077	-1.142236228	1.87257137
RMND5A	1.560947422	-2.537516723	-2.02417991
RAB33A	4.215124271	-0.693720481	1.377810553
GJB3	-1.57106346	3.791648793	-2.168893936
GHR	-1.643825603	-2.121556994	-1.489346673
MAGED2	-0.919094818	1.821230222	-1.220485576
AP5S1	-2.148206692	0.878680094	-0.535936964
CCDC74B	2.783338072	1.398038181	1.285673333
SH3PXD2B	1.758147582	1.235240015	1.940401506
SLC45A4	3.373504788	-1.962125279	-0.947007492
TNFRSF14-AS1	-2.465586297	-4.735000344	-0.869096837
CTCF	-1.056908762	0.702336032	4.845329382
UBR5-AS1	1.68955975	-0.863127545	4.404546215
ADIRF-AS1	2.673232562	-0.915769468	-1.794256068
FHL2	0.959744153	-1.11172166	1.073091798
CHMP3	-1.575454612	-1.588084213	-2.170232268
ZDHHC6	1.36024873	-1.165271094	1.56982616
DYDC2	2.047627845	0.917012654	1.974817055
MST1L	-1.522441693	4.837272815	-0.946882643
DSG1	-2.947926141	2.648282284	2.292236821
LMTK2	1.068145344	0.902411362	1.055591959
NCSTN	-0.897816545	1.510801301	-1.788427864
AS3MT	-1.707713467	-2.710300643	-1.625985248
PTPDC1	1.447988049	3.424700234	2.886757162
CYFIP1	-0.752017524	3.389138415	1.682383196
FAR1	2.228395757	-1.86141783	-0.811366079
OLFML1	-1.771645754	2.58695797	-0.749488841
CALD1	-0.915094932	1.64911113	1.325443654
IKBKG	-2.03093144	2.214655021	1.184681512
LINC01230	4.247049931	-2.044448784	0.873886409
KCNIP2	2.533991857	2.881442448	-2.462560372
CYP2D6	-2.175155959	1.61496104	1.034312305
ZFYVE21	-1.291132675	-1.339227422	3.653935882
KIAA0319	2.392768546	1.219553788	1.52857073
EMP3	-1.770321665	1.943629892	4.509424985
RNF41	0.639059365	-1.236618249	-1.194766049
ARSJ	-1.375683886	-1.546673832	-2.32385988
KL	-1.568145956	0.87329989	-1.812683174
AK9	1.8174647	1.178020663	2.489048049
SLC6A12	1.537923112	-0.743280968	3.161170901
AC007207.2	-3.364786606	1.652190686	1.530627493
DLEU1	2.189257737	-1.639759619	1.698671559
ADH1C	-2.169089551	2.890918272	1.10293112
GTF3C6	-2.959165814	2.333611317	3.576920161
SULT1C2	-2.531587641	1.359274367	1.81131619
SHROOM1	-2.535244354	0.950811795	4.837474816
ACMSD	-2.279273452	2.678838569	2.041516086
RTP4	-2.877136609	-1.310169748	-2.175770625
NR4A3	2.655213742	2.615611173	-0.814284376
EIF4G1	-1.588946909	3.20456982	0.4813818
MRC2	2.317134624	3.511942122	-3.094387389
SMYD2	-1.383041851	-3.217527163	-2.512209986
SPATA18	-1.126520273	2.331369675	2.314565108
PRKAR2B	3.721965899	0.693391444	2.164239475
CH25H	4.14742431	1.448333124	6.31073524
HNRNPU	-1.318261008	0.986713509	2.922816011
APLP1	2.277935789	-1.901034947	-1.048187878
TLCD1	-1.807064774	2.571849079	-4.424565292
ACP5	-1.972387193	-0.606828928	2.479869863
OAS3	-1.483750031	-1.52129363	0.696342271
AKR1C8P	-2.091737375	-3.036736588	0.949156857
APOBEC3F	-1.73637487	-1.133860759	-1.697278795
ARHGEF16	-2.446365663	-2.529387833	1.216534622
CTD-3080P12.3	-3.642694954	-1.361179558	-2.590052403
LPCAT3	1.007883914	1.486833482	-1.220925311
SMIM10L2A	2.795820381	-1.346185464	1.353893162
GLB1L2	2.058230696	2.662565549	2.551389466
SLC1A5	2.387329645	2.070062684	5.81613692
HYLS1	-1.757355203	-1.543715796	-1.942151779
FLRT3	-1.428977864	-1.829604854	-1.499697831
TRBC2	-3.109810584	-1.069486606	2.548050837
MPPED1	2.079774071	1.254913249	-1.838776887
CPN1	-1.332460602	0.880789816	1.590595687
ELAVL3	4.18736788	1.564765481	3.015080899
BBS9	1.437067245	0.840321945	1.617639978
PFN1	-1.832648795	-1.53986383	-1.871901378
KCNC3	2.703783233	-0.923717571	3.964448583
PDCL3	-2.230130848	4.086673104	-1.775743529
CCR1	-2.753388764	1.516131828	3.556714521
RAX	4.253031332	3.092271427	-0.658332415
LHX9	3.749408232	-1.27280801	-3.652041744
POP1	-1.890964737	-1.585952298	-1.681729515
RTL6	-1.661219771	2.176787312	1.389897835
C2CD2	-1.109117496	1.540022974	-1.151678208
LINC01638	-2.537836961	-1.441186854	1.194326959
ALDH1A3	3.73628579	3.269295921	-1.919058789
KLLN	2.002855468	-1.430135485	0.916463033
MRS2	-1.02953992	-1.422967033	-1.267828285
LSM14A	-1.168136393	-0.738085226	-4.253923356
CAMKK2	-1.097415316	-2.233822999	1.20588617
BEX2	2.371011043	-0.928418069	-0.846777444
LTBP2	-2.074261372	-1.941264618	-1.42004952
KIF13A	-0.706012582	3.243511963	5.891007918
MT-ND4	-2.356485529	-1.476112311	-1.085959933
SAMHD1	1.191068313	-3.055468858	3.486037667
TCTN2	0.89778526	-1.241547711	-1.194279455
EIF4A1	-1.172427749	2.857855745	-1.109441241
FBXL19-AS1	-2.52957779	3.472826827	-1.432643434
PIK3R3	1.133054776	1.279434603	0.720933617
LPCAT1	-1.458243575	0.722299741	3.297969372
ADAMTS3	2.802064517	2.382046714	-1.566437906
ZNFX1	-0.756155226	-2.008305376	-1.092814063
MAP3K7CL	-1.221263114	1.134849005	-3.484076958
LRRC15	2.729187884	4.696817556	2.901251136
ADCYAP1	4.092751933	0.778262969	1.531856787
ANKRD34A	2.847456559	-1.100111563	-4.857329108
GPD1L	1.357394328	1.230731454	-2.54677954
FANCE	2.096647487	2.938978347	-1.242082827
H2AFJ	1.095069455	-2.091785856	-0.789048489
RFC2	1.046963781	-2.624954538	-1.116476247
IFITM2	-2.144471673	3.229319962	-1.575072505
TSPYL4	1.219920382	1.406039432	-0.886065619
MYCT1	2.900096868	-4.438560186	-1.202618243
GGT1	-1.697672434	-2.497812821	2.960426359
IRF4	1.7710204	2.896147791	-0.805248513
QSOX1	1.703265694	1.300765672	-0.538324746
SWI5	1.101127663	1.325065539	2.1031267
SYT4	3.445423547	-0.38049371	-1.195883827
LYPD5	3.847063982	1.734233371	-2.084183806
AC108062.1	-2.140243154	3.667331205	1.920688721
ADD3	1.134033244	-2.835065989	-1.687971237
MAP4K4	-0.869451764	-0.99539581	2.993198383
WNT4	2.631458575	-1.18780963	4.646473602
DNAH10OS	1.968288182	1.332620032	2.191082342
SNAI2	1.172355377	-3.347012318	1.383684788
TMEM176B	-1.222390716	5.102270162	-1.716485521
ATRNL1	3.162562939	-1.432268719	1.249125143
BAZ1B	-0.69545995	-0.97639201	-1.173366387
AGO2	-1.071217289	-0.960169255	1.449676458
AC090136.3	3.9937644	-1.250408726	4.195318894
MVB12B	-2.849906111	-2.128000857	-1.183996376
CDR1	3.974096999	-2.111591815	-1.269304028
FREM2	1.821276968	-2.183223886	0.564340637
SCOC-AS1	3.051442848	1.419329365	-2.435031475
PPM1G	0.725861081	1.360015093	-1.357145123
ZNF664	0.873360138	1.774723112	1.790351475
GPR63	3.271813291	1.642418376	-1.32065399
WDR82	-0.827332012	1.026813535	2.436551035
SACS	1.651232127	3.720261853	0.999338505
KIAA0895	1.302638985	2.626542641	1.513583745
SLC7A7	-1.480087998	1.9273231	-2.180281696
GMEB2	-2.353821516	-0.949492993	1.707518494
KCNA2	3.608160162	2.599667951	1.347744887
CLSTN2	3.070711614	-1.251859212	1.54672625
PTK7	2.998908534	2.099651962	-1.676386039
PDE7A	1.051273911	-1.056807062	-1.939087778
CYTH2	-0.971072452	-1.699671199	1.468516082
PAX1	4.08132025	-1.816307725	1.489811147
LIFR	1.970196642	2.588276755	3.360092063
CD82	1.472714283	-1.352157674	-3.426022512
FCHO2	-1.345161492	-1.442224569	-2.323904693
METTL6	1.290327635	4.043966631	1.732471981
APCS	-1.693419964	-2.471630571	-0.737458878
AC026471.2	3.154080849	2.862240202	0.555231983
CCDC40	1.887127276	1.331723679	1.576994636
GABRE	-0.778484809	1.55687877	3.65802826
PGAP3	-1.829708353	1.317268162	-1.673800643
ASAP1	-1.052555352	3.873548827	-0.862900444
RNLS	-1.449639323	-1.248988583	2.014406966
RYR1	3.791968424	-1.331641844	1.018943409
CTTN	-0.847020318	5.253338461	1.464953818
PITX2	3.917228916	-0.736132349	0.791792308
CNTN1	3.95514039	0.699958835	-0.969980073
ZMYM3	-1.528082419	-0.529522099	-0.633699314
GPC5	2.191667513	1.461361773	2.177349081
MSH5	1.310406169	3.132642603	-1.151455466
COPG2	-1.019258068	3.142693378	-1.9534668
TUBA1B	-1.263652285	4.824358267	2.805413857
MUC13	-2.075459246	3.574451921	-1.559398246
CRTC3	-1.206269048	2.256465847	0.782332633
