GeneName	day1	day2	day3	WOexpr
TNNT1	2.753571597	-1.97609321	1.963577103	0
SNAP25	1.924660414	1.705833562	4.454799769	0
FBXO48	1.811114908	-3.732356135	-1.11076387	0
ST7	-1.351604484	-0.710615452	1.995731615	0
TMEM98	-1.196393367	1.439439737	-2.341271193	0
TP53I11	3.447913415	2.423258013	1.344810618	0
HYI	-1.401339947	1.930963665	-1.09290522	0
SLC8A2	3.970173448	1.327351029	1.897069949	0
NDUFS2	-1.331729608	3.747623834	2.158173894	0
SETD3	1.459614938	-1.881367367	4.806639591	0
TMEM220-AS1	-2.950197282	2.549864323	5.823212175	0
TNS2	-3.508384039	6.327528174	2.789551378	0
CLGN	2.750709574	1.607951332	2.852379628	0
IFIT3	-1.970316309	-1.078798404	-1.501899513	0
STIM2	1.117001154	-1.270076011	-1.217226132	0
HRG	-2.214306188	-1.906232927	2.680448258	0
TGM1	-3.046246309	5.755037254	-5.509824135	0
PSG11	-4.026513355	-3.708956186	-1.068874764	0
TPD52L2	-1.213029856	-2.145173423	-1.395326312	0
DMTN	-2.718622807	0.889081868	1.018041715	0
TMEM38B	2.062193689	1.533109262	-2.982030162	0
MAPK15	4.053028447	3.84424003	2.002613472	0
ARID1B	-1.771105887	-1.284936394	-1.066070884	0
FBXO36	1.708865959	-2.011991961	-1.694732681	0
S100A10	-1.730915561	1.271846044	-2.961803303	0
SON	-0.869080031	-3.053626746	-2.757274778	0
ELP6	-1.82785102	-2.175228275	-3.055108557	0
GPR50	4.65208383	-0.943307766	0.988980911	0
PURG	4.864325267	-0.744687954	1.736215353	0
TNNI3	4.331838748	5.549907451	-1.652235553	0
PIK3AP1	-0.766101923	3.378296697	5.693882333	-0.381912138
NMI	-3.35752501	1.026607245	1.016599266	0
NKX2-5	4.640212997	0.762368784	1.41437244	0
BIRC3	2.098148656	-3.268098764	-2.005484622	0
LPIN2	-0.815034759	-1.535938534	1.70669605	0
TMEM25	2.02071151	-1.234806791	3.079645642	0
NOL12	-1.690644371	0.909634324	1.592880356	0
SGIP1	3.659812425	1.515681683	5.92140017	0
CREB5	1.149546933	-1.149308636	2.033831021	0
SLC27A2	-1.051623749	-1.141558416	1.221437708	0
PDLIM3	1.338426566	-1.219659955	-2.362176002	0
LINC00622	3.094072656	1.971256629	-1.523439825	0
MAATS1	2.629053875	-0.937053534	-0.855434084	0
PIP5KL1	3.257116934	-1.438193772	-3.014660683	0
CD177	-3.301438295	-2.931301649	-0.969547242	0
NDRG4	2.806738856	-2.023824619	-1.947712406	0
ACY3	-2.840497791	2.985342073	5.017203767	0
CX3CL1	-2.874319003	2.938760693	-0.497285705	0
PHF11	-2.712094617	-1.282050084	-0.967279402	0
GBP7	-2.421811808	-1.591104759	4.251048015	0
SLC6A20	-2.712861317	1.155142772	2.584141551	0
NEDD9	-1.499247309	2.606785382	3.965453127	0
SNAP25-AS1	-3.438810036	4.787510692	1.866364754	0
SV2A	3.702722575	-1.697417581	1.750772914	0
SYNJ1	0.993486059	1.750342732	3.756007171	0
CBX5	-1.286558715	1.264160815	-1.542577942	0
STON2	1.632490991	2.064752638	3.62925131	0
HNRNPK	-1.009281743	1.423163675	2.487144958	0
PPM1L	1.537008985	-1.812214346	3.739673944	0
NR0B2	-2.655500964	-2.296216876	-0.807318151	0
DACT3	3.815810034	-2.04664805	-1.626975767	0
RTN2	1.925163094	-1.675696308	-2.162440425	0
NMNAT2	3.320690845	2.017246839	1.333586358	0
AFM	-2.860333013	-2.320614222	5.162215112	0
ACSL3	1.804443141	-1.638901709	-0.748589038	0
SLC22A17	3.59288589	-2.064734676	4.498081052	2.283469293
TMEM38A	1.397385464	1.591433625	-1.051984346	-0.745900175
INA	3.248982263	2.179025866	-1.357593649	0
SH2D3C	3.719039302	-2.310049305	-1.075221973	0
CCDC9B	-2.431095075	-1.185684594	4.238529862	0
TAT	1.650432644	-0.75368175	-1.837862542	0
ARRDC3	-1.798149687	-1.992310612	3.792205149	0
LPCAT2	1.978619225	-2.454194156	4.700712603	0
TSC22D3	1.582783345	-1.404194419	-0.682729362	0
SPATA6	1.920431619	1.571203125	3.933434827	0
GOLGA7	1.096066927	-4.172643886	2.383356951	0
HIST2H2BF	2.355249208	-0.838407702	-3.410092857	0
SIM2	3.062953791	1.030723034	-2.770497156	0
KRT7-AS	-4.109099572	1.541099343	-2.191950661	0
RAB33B	1.682111263	3.590758451	-2.096702191	0
PRAMEF2	-4.17529239	3.55133119	3.264075565	-2.732865828
FLII	-1.826372564	-1.672235073	1.667946228	0
PAX3	4.522508275	-0.923784772	-1.421283218	0
SLITRK4	4.714211996	0.986911035	1.342812974	0
TUBB	-1.626069157	4.510186897	-1.081888602	0
RABL3	-2.325981068	4.178442586	0.709331088	0
ENOX1	2.759773524	1.967379948	1.448614301	0
JPT2	-0.836039555	-3.062237351	-1.303179679	0
U91319.1	-2.954871747	2.254352539	-0.79607736	0
XPO5	0.773631067	4.864371229	1.54019158	0
KYNU	-1.856547506	-2.032476717	-4.146287595	0
SLC6A17	4.538435694	2.399498387	4.688858122	0
DIS3L	-1.629284145	1.652441746	0.59504707	0
BMP8A	3.590660919	1.889246467	-3.172486451	0
KIF21B	2.30255384	-1.922893893	3.313194171	0
KCNG1	3.162773954	-0.964209255	2.858437775	0
SP4	1.382716707	-2.13817683	5.981021505	0
MT-RNR1	-1.94213855	-1.529593162	1.899899645	0
TFG	-0.963468951	1.121346692	1.320805903	0
MYO1B	-1.587386291	2.141873364	3.295251311	0
SH3GLB1	-1.112129029	-0.986791924	1.618510248	0
TMEM170B	1.963907252	-1.188417111	-1.572584114	0
MT-ATP6	-2.822021314	4.016031165	-1.30648251	0
IFIT2	-2.500479231	3.406032064	-1.722101868	0
GATA3	4.588227354	3.734693049	1.382497388	0
ETV5	1.317255263	1.520304053	-3.380777956	0
NAV3	-2.530092369	3.150751758	2.425956329	0
HADH	1.199673656	1.737056503	-1.438249932	0
UBE2QL1	2.182071206	4.152707341	-2.582046353	0
PDGFRB	-2.254762891	-1.188767245	-1.522806213	0
EEF2K	-1.672204311	1.837162261	2.568851586	0
PBX1	0.903412009	1.336258402	2.6350739	0
TPGS2	-0.664159244	2.905117463	3.828890142	-0.475942664
ONECUT2	1.268704167	2.225504172	2.297518351	0
MICA	1.230126062	2.40900306	3.606759057	0
KCNH4	3.782579614	-2.145142321	4.453507196	0
GBX2	4.705761892	1.172625447	1.484152861	0
OXR1	1.455609145	1.610966965	-1.377473052	0
TXNDC15	-1.926159855	1.946571314	4.886336668	0
PLCE1	1.039583445	-1.290679071	-2.283807779	0
NR2E1	4.338046171	-3.285663596	0.902697203	0
LHX6	4.566651717	5.141244175	3.327431716	0
BRD1	-1.844404251	-1.358366951	1.895322998	0
RAB11FIP1	0.946472789	2.591064879	1.566526934	0
LCN2	2.148567744	-2.295542661	1.779616821	1.103150131
TFPI	-1.108353406	-2.873536718	1.456266927	0
SLC6A15	4.188192705	-3.125230657	3.375726613	0
NDST1	-2.157695894	1.318310279	2.042552057	0
AP001148.1	-3.136633939	2.403036672	-1.105559932	0
ADIPOR1	0.902274469	1.299106868	3.111193765	0
TMEM243	1.875771604	-2.440155572	-3.166520435	0
COG1	-0.848821301	-1.908967934	2.267295787	0
SPTAN1	-0.965301818	1.038294564	-0.993645601	0
BRSK2	3.532153666	2.114398498	-0.922566121	0
CDC14A	1.632067419	1.723709755	3.135738528	0
ETNPPL	1.751371296	2.569973215	-1.807813768	0
CKMT1B	4.187778562	0.855765243	-2.313767419	2.581941051
NKX6-1	4.740013054	-2.573192584	2.520727767	0
TNIP1	-1.452524984	-1.925579945	1.598577816	0
CUL7	-1.870106339	-2.708479831	-1.071355793	0
CORO6	2.533812421	1.772889301	-3.1404125	0
ANO10	1.234515217	-0.722662305	0.756943898	0
RIPK1	-1.223521209	1.995962963	-1.078940241	0
RASSF3	-1.21374585	1.532078478	-3.535932087	0
IKBKE	-2.619401452	-1.33806475	3.733576503	0
KLF6	-1.069681622	2.654735941	1.322161146	0
GJB1	-2.455286439	-1.712442545	2.118466935	0
EPB41	-0.853206902	2.73169215	-3.928857734	0
MT-ND4L	-2.750060809	5.294311935	-1.79325156	0
SNTB1	-0.915432177	2.615697329	-1.548703798	0
CACNB4	2.965169942	3.271637811	0.9602937	0
CFAP99	2.788498619	3.247624947	4.025018096	0
SAP30L	1.405183135	-3.60503785	1.608375091	0
YIPF1	1.502743111	1.239914431	-1.16159138	0
AC009303.4	1.613375842	-4.339811159	1.292321583	0
SUCNR1	-3.431258187	-1.416578915	1.843905313	0
MN1	-2.057350612	1.531318893	-1.722064387	0
MT-CO2	-2.759654454	-1.54095047	-1.991750133	0
NRGN	3.959982983	-0.825341351	-2.736812767	0
ENDOD1	1.327265732	-2.183405088	-1.855598613	0
MED12L	1.617420848	-4.072255904	-3.630286986	0
SLC7A11	2.291439305	-1.5730826	-3.594972644	0
PHYKPL	-1.209889779	1.362736927	-2.51309844	0
DCBLD1	-1.105414255	2.39971272	-1.15616138	0
ADH6	-1.628736126	3.615325352	2.888083192	0
MTTP	-2.063625956	-2.410184322	-2.618378205	0
PLEKHM3	1.468341466	2.155514232	-2.640508654	0
ATRN	-0.570922661	-2.145347194	3.809733598	0
CACNA1B	4.424780508	-2.183966429	0.744653341	0
C6orf89	0.763430416	2.293735728	0.979784808	0
MAOB	-0.941976582	-1.150378833	5.902752633	0
MT1H	1.702393275	-2.745469268	2.830697374	1.070028238
ADCY8	4.594869453	-1.12989259	-1.445930563	0
PRICKLE2	-1.40562828	2.034791573	2.394383313	0
PRKCG	4.472264279	-3.325032693	1.17499058	0
TNFRSF11B	-2.912470868	-1.251627728	-3.64404101	0
NRDE2	-1.576892413	1.185039964	1.600205142	0
SCAF8	-1.118150559	2.200417081	1.744044078	0
ABCB11	-2.039904843	-2.164387961	-1.262982199	0
PAQR5	1.131963878	-3.08305566	1.430602662	0
AC111000.4	-2.168721102	-1.046048599	3.519773018	0
MST1R	-3.057737235	-2.80571638	1.559305944	0
CAMLG	1.192721944	-3.11562147	-1.802130603	0
ERAP2	-1.614576936	2.821506843	-2.180001469	0
TSPYL5	1.331929228	-4.322776306	3.626027277	0
MDM2	-1.10334496	0.662995071	-3.120099495	0
FBXW4	-2.33528525	-2.276593365	-1.280335318	0
TENT5B	3.452607054	-0.775381281	-2.414008696	2.259986499
TAGLN	-1.591281499	1.09511007	-0.945031655	1.140104927
CLEC16A	1.873778916	-0.622835903	2.532604219	0
MAPK1IP1L	-2.078677625	1.206390869	1.193133397	0
RNF150	4.319023208	1.986539766	2.551237489	0
MAP3K4	1.314077448	-2.719939434	-1.278388293	0
TNFRSF1A	-1.915833826	3.502931783	-1.326780247	0
BAIAP3	2.724438887	-1.85032118	-3.515724925	0
LIVAR	1.236273709	3.948220763	-2.676967679	0
SLC2A13	2.020765871	-1.501816258	2.931782443	0
CARS	0.762534355	-2.130549835	-1.823902602	0
NINJ2	-1.654522367	-1.421761977	-2.156993067	0
ZNF770	1.585954352	4.458358263	2.669134384	0
STBD1	-1.348363757	2.502175467	-1.208234569	0
WDR6	-1.641180382	-0.509716865	0.882959977	0
ACOT2	-1.678176937	3.44498857	2.215604847	0
FANK1	3.93593031	-2.236628983	2.768910063	0
OPA3	-1.188610285	-2.347775934	3.814382773	0
NINJ1	-2.332003688	1.741729849	1.182340974	0
HAO1	-2.687548905	1.947403164	1.716816856	0
AL078612.2	3.750879056	-3.303421648	-2.772314012	0
ADCK1	-1.957607188	1.425751272	-1.920327814	0
MED13L	0.678171371	0.699732199	-1.802442542	0
PRKAR1B	-2.353288468	-0.901873696	5.325173589	0
CHST3	-2.874124726	1.406306639	3.171351576	0
FBLIM1	-2.452348775	1.833948197	-0.813758982	0
TFAP2A	4.355683345	4.673521392	1.086142675	0
FAM160B1	-1.413443421	2.228051705	-1.160491765	0
ADH1B	-2.549568662	1.67719741	1.271661191	0
MAPK8IP1	2.371076433	-0.954122617	-1.251947222	0
BCS1L	-1.076606698	3.152490487	2.074514139	0
APOB	-1.623567453	4.662816949	-1.142023935	0
KCNH2	4.693753626	-1.082580573	-2.650813921	0
ASXL1	-1.088765959	-2.031788875	-1.53738202	0
SH3D19	-0.926428607	-1.541961551	-2.728752718	0
PRADC1	1.436377245	-1.362715483	1.323395859	0
GNAS	-0.977405651	4.185620508	2.692416484	0
ATG101	1.28482116	1.294867875	-1.375859465	0
ZNRD1ASP	1.532798025	-1.193746854	3.22916359	0
RNF122	2.034065656	1.505278656	-0.843446956	0
GSPT2	-1.195360378	4.099474049	-1.788926845	0
AFG3L1P	-1.633538781	-1.685509316	1.580131295	0
USP40	-1.186614156	1.510199101	3.05038692	0
KIF22	-1.365998658	2.835506876	4.384491653	0
ZMYND11	-1.60217444	2.745701442	2.20202232	0
HERC3	1.5824285	-1.558690916	-4.180875025	0
HERC1	1.278559073	-1.510484832	0.676600226	0
NFATC3	0.857601844	2.693935633	-1.156607332	0
MBOAT2	2.783407562	-1.188883778	-1.971082019	0
EPSTI1	-2.445266515	0.746378771	-1.761702206	0
COMMD7	-1.444043639	-0.983965054	2.96107273	0
MAP3K20	-1.396109485	2.673899767	1.876363137	0
RCC2	-1.42116545	3.904499091	-1.03706808	0
KIRREL1	-2.266817645	-1.915061466	-2.603087115	0
TSTD2	-1.118440393	5.36452544	2.213926341	0
DTX3L	-1.325706958	2.215119881	-0.629666586	0
NELL2	3.588992815	-1.457489154	2.007292581	0
RASSF2	1.292122759	1.387895822	-1.872172038	0
CCDC144A	1.386373936	2.579029563	2.288056487	0
HNF1A-AS1	-2.79032292	2.854033538	4.015455967	0
ZNF473	1.487639192	-1.089067413	1.083520081	0
CASP7	-1.158134378	1.741127231	-1.553071535	0
HIST1H4H	1.70948025	-1.817826571	1.446225844	-1.410086756
RCC1L	-1.551784252	-4.235601438	3.182232594	0
TRPV4	-2.180152149	3.114094692	1.823645437	0
WSCD1	2.080682009	-0.922022401	4.238050346	0
RNF152	1.590845054	3.765857121	0.614439968	0
CLDN10	4.556485138	1.021496189	-4.047292376	0
SLCO4C1	1.760657858	4.427259609	-2.397714157	0
AL133325.3	3.277674031	-0.804921488	-2.705992894	0
TBL2	-1.028417644	-2.810277123	3.61847374	0
SMARCAL1	-1.160853965	3.609287673	-0.901006014	0
PROZ	-1.745733572	-1.694663182	-0.861345153	0
IGSF9B	4.115869922	-1.994203473	3.523318237	0
ADARB1	1.397149941	-1.493738284	1.148154829	0
UGT2B10	-2.576664556	-2.510403816	3.32602929	0
MTND2P28	-3.478007698	0.878695936	-3.380439959	0
AC018358.1	4.203506957	5.125524175	-1.813645167	0
CCNB2	-1.652573641	5.376899098	-4.341581218	0
TMTC1	1.154502784	1.768037906	1.388328407	0
PPARA	0.663438821	2.445550011	-1.745590183	0
XYLT1	3.121068065	-1.102263965	-1.049447313	0
EFHC1	1.636135623	4.913589157	2.720721594	0
ARHGAP32	1.01137883	-1.37224475	4.035716563	0
SULT1A1	-1.71145787	0.992389491	4.179237895	0
DUSP6	0.938059011	2.468377555	2.816220004	0
TP63	-3.465697522	-3.829836005	-1.772767858	0
UQCC1	-0.828288161	2.24727565	2.797470601	0
GPD1	-2.033855257	-1.586527733	0.882468583	0
SNX18	1.103325523	2.421972907	-2.026885862	0
DOCK3	2.363231668	-2.575741522	-2.978852321	0
YBX2	3.643806282	-2.120807465	-3.271623435	0
CCNA1	3.706901134	1.357039306	-1.28167069	-3.326822162
REEP1	1.360725239	3.887426338	1.808115209	0
IDH3G	-1.627575519	2.42807488	-1.76483812	0
MAPKAPK3	-1.190533806	-1.52495732	3.555757558	0
CACHD1	1.084672236	2.102000645	-0.852780465	0
FABP1	-3.047457384	-1.12721612	2.279691597	0
ARHGEF10	1.263651808	2.006916919	-0.818297917	0
NOVA2	4.39031901	1.014368698	0.872237971	0
AKAP12	1.36306963	1.088017004	1.235730811	1.538693152
ERRFI1	0.901130242	1.471515248	-2.612534135	0
PAQR3	1.873670105	-1.350887426	1.038016624	0
GSTZ1	-1.047497084	-1.170979219	2.000847333	0
SELENBP1	-1.322242756	2.237787112	-0.774654627	0
RCAN2	1.053737853	1.557879505	1.155646664	0
LRRC28	0.865030248	-1.25385851	-1.584747315	0
LINC01534	2.552712087	-2.450902298	-1.353116554	0
SGTB	1.547641252	-0.988543185	1.979915938	0
COG7	-1.341500902	1.893982068	6.034711367	0
DNAJB11	1.31488021	-1.000907852	1.747837039	0
TMEM41B	1.881333186	3.972105191	0.893689494	0
FGA	-1.695606882	5.347560225	-2.331966312	0
PHKG2	1.080876433	3.370374668	-0.752878099	0
YWHAH	-1.12972928	3.904313596	1.233302782	0
AL365203.2	-1.474419003	-2.792507718	1.002748357	0
TMC7	-1.004476371	-4.314539305	4.111732382	0
SIRT5	0.76481142	1.825322596	2.063576196	0
#N/A	-3.872974789	1.143029023	-1.28256375	0
QPRT	-1.608835461	-2.531832906	2.253079227	0
ATOH8	-3.316182365	3.895665603	-1.527113918	0
NEIL1	-3.099014032	-1.086182754	1.368793101	0
ECM2	-1.942578994	1.672279194	-1.31612041	0
APOL6	-1.255028682	1.203482823	-2.076167599	0
FBXL20	0.997338078	-2.636509378	1.573416889	0
APEX1	-0.952698285	-3.670801702	1.151802082	0
PSG6	-3.377283019	1.466969049	-2.336506868	0
CIRBP	-1.183867178	-1.975278366	3.150536893	0
RDH12	2.299329968	6.07227228	-2.430514464	0
NBPF3	1.465427248	0.705581714	1.524575422	0
EXD2	-0.885987434	-0.925815762	-2.788766372	0
HSPA2	1.66841952	-2.20469693	-1.109534603	0
C4BPB	-2.063699423	4.618990435	3.396280978	0
HES1	-1.503823078	-1.425757695	0.816140263	0
AC125603.2	4.326040705	-0.818794067	1.371103298	0
VGLL3	3.804311722	3.435350668	-1.716586893	0
DUBR	1.977832739	-1.820227981	-2.178685436	0
IFT46	1.45949071	-0.863273098	3.32272106	0
NRN1	3.992099503	1.839213755	-1.223321195	0
SLC50A1	1.166284622	1.601645728	-1.378279407	0
PTPRE	1.946034277	-0.850321217	0.775706714	0
SOCS7	1.651105322	4.511433218	2.780896761	0
LINC02001	2.919624819	2.276934486	-1.062223996	0
ARNTL	1.175484749	-1.397875826	1.470550226	0
TSPEAR-AS2	2.500554421	-1.105783296	2.076895073	0
PRPF4	1.123660389	4.720585888	1.542292396	0
KCTD17	1.938814343	1.514366266	-0.68939027	0
AC245041.1	-2.487389223	0.873568381	-2.345925006	0
RAB15	-1.478768281	4.757005209	1.926131643	0
CELF3	4.29979866	1.019026962	-0.817913131	0
CERK	0.88008667	2.291299643	-2.791512543	0
SULT1A3	-2.662718358	1.938815048	2.462819246	0
NXPH3	4.200017677	3.521471007	2.687207789	0
ZBED6	-1.626947593	-3.743907553	-2.048424838	0
FUT11	-1.09520205	-1.433346801	-3.79527753	0
MTND4P20	-2.745980631	-2.714646618	-4.51395676	0
UGT2B4	-1.969424828	-1.223207408	-1.462184508	0
CP	-1.453631398	2.577728389	-0.891000774	0
OBSL1	-2.233408589	3.559037412	2.699455566	0
HAP1	2.478722896	-1.677529689	5.778713697	0
ISLR2	3.921666637	-2.530743472	-2.55916069	0
AMZ1	2.606059731	1.344434275	1.436781468	0
ATP5PF	-1.216963584	-1.037025319	-1.270966699	0
ABHD6	0.91189053	0.955109683	-2.169411817	0
PTCH1	1.912075501	5.183598872	2.306229014	0
LINC02499	-3.500057073	1.187278359	1.757066693	0
CTNNA1	-0.739781797	3.745786373	2.3639417	0
TIMM10B	0.747003197	1.718691681	1.169112385	0
CCNB3	1.692545329	1.341600859	1.770355161	0
THEMIS2	2.374388863	-1.724168238	-1.854078457	0
RNF165	2.275806944	1.41886045	4.300406145	0
LUC7L	-1.319363807	2.642750453	-1.074485652	0
SEL1L	1.27331861	-3.107622804	0.590479138	0
TFCP2L1	1.894564967	2.077250861	3.540740775	0
TBX15	-1.157017031	0.802887487	-2.926666254	0
FAM43B	3.906513747	2.81478785	-3.329754213	0
CAV1	-1.176181781	-2.687803371	-1.152425241	0.708919307
MT-CYB	-2.370796409	-1.16658162	1.292899531	0
UCA1	-2.436189347	-3.228918704	3.717749876	-2.121717597
FUT6	-3.112360794	1.019717164	-1.341800824	0
CKB	1.994884844	1.191044412	-1.455318784	0
ZC3H10	1.341998677	-2.745010887	4.508236387	0
PCDHAC2	2.645964953	-1.645781993	5.769482256	0
DCAF8	-0.914348451	3.483596046	-2.212379268	0
RGS12	-1.637679805	-2.937241792	-0.996044425	0
HERC5	2.352770487	1.745413312	1.260162509	0
GRPR	-1.608837395	3.703406413	-2.781532739	0
PLCG2	1.018445021	1.351575017	1.985254124	0
DNAH6	2.561535154	2.563268152	-4.085087672	0
WDR13	-1.418488554	-1.254358686	-2.497291332	0
MAGED1	-1.632661494	-1.394357287	-1.944291991	0
ZNF207	-1.096097329	-1.526288016	5.365669863	0
C1RL	-1.713382422	1.286685426	-2.332637208	0
G6PD	2.269446818	-1.682841161	3.247482599	0
PRAMEF34P	-4.066605294	4.288381176	2.190218614	0
TLR1	-2.041511123	3.54199509	-0.917581817	0
PLTP	2.507589239	-1.599701242	2.987763199	2.139337102
AMIGO1	-1.653778146	3.407482329	1.35055427	0
TTC28-AS1	1.554273175	-1.359490617	1.852440754	0
FAM126B	1.217222952	1.398102575	-0.868969391	0
SYT9	1.253120951	1.372703667	-3.255056429	0
SSTR2	1.728942223	1.283883046	4.141791871	0
RCCD1	-2.477396578	-3.585738013	-0.653795332	0
CHRNA3	3.394701993	2.176829189	-2.092963699	0
GPR137C	2.416020666	2.757744438	-2.337090227	0
MTMR11	-1.632163822	1.634087619	-1.534694851	0
RAD51D	-1.60026858	1.440961764	1.185044771	0
SRPX2	-1.297168746	-0.980413891	0.727237965	0
EPHA4	4.111944619	3.272235005	-1.204865181	0
SCUBE1	2.405581726	3.177664616	-1.221773661	0
MTATP6P1	-2.755277429	-1.624168917	-2.057901026	0
CHRNB1	-1.574523201	3.216089588	0.600640418	0
ARL6	2.343188237	2.855264199	1.85272669	0
UBE2E3	-1.131211362	-0.801030623	-1.575654366	0
A1CF	-1.276842633	3.470971965	-1.47627126	0
MEPCE	-2.155053138	3.890165181	-2.178291349	0
ANKRD42	1.702381466	-2.226981406	1.581224572	0
ARMH1	2.074279752	-1.637775064	-3.458943369	0
HOMER1	1.990592231	-1.464962429	2.424785667	0
CPN2	-1.93157829	5.533903676	-2.281745518	0
ZNF620	1.809517309	-0.775904955	3.609179756	0
LMLN	1.424702979	3.871290389	-1.91174976	0
ACVR1C	2.446351049	-2.167554306	-5.355538896	0
DLG5	-2.28408743	-1.539906165	0.968478147	0
FIBIN	2.53592188	-1.595030959	1.503403135	0
KIRREL2	4.108815055	3.664660144	1.301732323	0
BRPF3	-1.699578328	1.477576186	4.984574439	0
AC239799.2	2.85304743	-1.467611424	2.771890888	0
MGAT5	1.018695781	1.436610424	-1.647571112	0
CCDC189	2.671838944	1.272280079	-1.740019453	0
PPFIA4	3.571252102	-2.702209791	0.986254865	0
SETDB1	-1.171207537	-0.799224864	1.275377379	0
IFI35	-1.658870467	-1.732581598	-1.177822361	0
ACOT12	-2.139228277	-2.761803587	-1.994758605	0
DLGAP1-AS2	1.823266584	5.410110383	4.392051058	0
PREX1	1.910482339	4.002881909	-0.800948574	0
ATP1A3	3.545335169	0.788428922	2.816551453	0
CAPN1	-1.91665276	-2.505325583	4.796635915	0
S100A16	-1.410271946	2.077079895	-1.364226272	0
ANGPTL3	-2.120886278	-1.918401412	2.558683392	0
IL17RD	1.705273969	0.589475022	1.145069123	0
BLNK	-1.388888773	2.557155327	-1.478870873	0
METTL25	-2.918934083	-1.962816256	0.867584646	0
DNAJB12	-1.37115435	-2.274561395	2.864458551	0
RUNDC3A	3.762837013	2.512576404	1.307798454	0
PYY	3.20343041	1.190372149	4.499888288	0
APOLD1	1.59856326	-2.593517975	-4.409854584	0
EFCAB1	3.933444489	2.027119866	3.136868662	0
CPEB2	-1.717064243	-1.432461481	0.681292579	0
U2AF2	-2.13837028	1.14784495	2.424393639	0
DPY19L2P1	3.576465589	1.916512358	-1.14699519	0
SSBP2	1.647704555	-1.460654762	-2.515603212	0
PDGFB	-2.352741501	-1.172319061	-1.523973726	0
AL596244.1	2.083000836	-1.508972668	3.221135537	0
HSD17B2	-1.648151636	1.498920956	1.821998718	0
CHD4	-0.708474608	-1.165568114	1.376700616	0
LGMN	0.958369541	-1.281696436	3.441267122	0
TMEM42	0.825015844	-2.30985829	-1.217264308	0
CCDC74A	3.001473854	2.160837148	-2.702841176	0
SORBS1	0.846152882	2.689888556	-0.520483211	0
KCNJ8	-1.321369068	-0.933756888	-1.547820584	0
SLC17A1	-2.058076825	0.866206406	-1.10835507	0
HECW2	-2.199637116	0.726501384	1.333931794	-1.412894978
NTNG2	3.299089687	4.844205673	1.273928183	0
AC027031.2	4.00753237	-1.400654255	-1.447990546	0
PMM2	-0.730295509	-2.355061994	2.682739091	0
RFX2	2.043271501	-5.003222394	5.504128785	0
SLC9A2	2.944991654	-3.222786164	0.921433688	0
EMP1	-2.607796037	-1.677143902	1.752672986	0
EIF5A2	1.709055389	1.185353412	0.845344709	0
PCDH9	-1.808105314	0.952273156	-1.248546169	0
VASP	-1.627573115	-3.975061837	1.914294926	0
QPCT	-1.190118956	-2.504092024	0.962044909	0
INAFM1	3.019037828	-1.110744702	3.525339035	0
SLC2A10	-1.623072201	-1.484409018	5.445626545	0
SUCLG2-AS1	-1.563801865	-1.757995443	3.106668653	0
FAM171A1	-1.462214954	2.408686611	0.983684904	0
TNFRSF10D	-0.724112634	1.895394805	-1.041082771	-0.504871199
COG5	1.241050851	0.515846979	3.234845326	0
TMEM164	-1.566644631	-0.9689859	-1.050456788	0
AC007405.3	1.815313232	-1.122586197	-1.364769512	0
PTRHD1	-1.576878375	-0.972306525	0.745303103	0
DLL3	2.974882152	3.002860731	1.300677513	0
HNRNPH1	-1.32917786	2.222940192	-0.712078922	0
TMEM248	-0.770339469	-1.326866326	-3.064072339	0
MT1F	1.201933077	-1.142236228	1.87257137	1.061911817
RMND5A	1.560947422	-2.537516723	-2.02417991	0
RAB33A	4.215124271	-0.693720481	1.377810553	0
GJB3	-1.57106346	3.791648793	-2.168893936	0
GHR	-1.643825603	-2.121556994	-1.489346673	0
MAGED2	-0.919094818	1.821230222	-1.220485576	0
AP5S1	-2.148206692	0.878680094	-0.535936964	0
CCDC74B	2.783338072	1.398038181	1.285673333	0
SH3PXD2B	1.758147582	1.235240015	1.940401506	0
SLC45A4	3.373504788	-1.962125279	-0.947007492	0
TNFRSF14-AS1	-2.465586297	-4.735000344	-0.869096837	0
CTCF	-1.056908762	0.702336032	4.845329382	0
UBR5-AS1	1.68955975	-0.863127545	4.404546215	0
ADIRF-AS1	2.673232562	-0.915769468	-1.794256068	0
FHL2	0.959744153	-1.11172166	1.073091798	0
CHMP3	-1.575454612	-1.588084213	-2.170232268	0
ZDHHC6	1.36024873	-1.165271094	1.56982616	0
DYDC2	2.047627845	0.917012654	1.974817055	0
MST1L	-1.522441693	4.837272815	-0.946882643	0
DSG1	-2.947926141	2.648282284	2.292236821	0
LMTK2	1.068145344	0.902411362	1.055591959	0
NCSTN	-0.897816545	1.510801301	-1.788427864	0
AS3MT	-1.707713467	-2.710300643	-1.625985248	0
PTPDC1	1.447988049	3.424700234	2.886757162	0
CYFIP1	-0.752017524	3.389138415	1.682383196	0
FAR1	2.228395757	-1.86141783	-0.811366079	0
OLFML1	-1.771645754	2.58695797	-0.749488841	0
CALD1	-0.915094932	1.64911113	1.325443654	0
IKBKG	-2.03093144	2.214655021	1.184681512	0
LINC01230	4.247049931	-2.044448784	0.873886409	0
KCNIP2	2.533991857	2.881442448	-2.462560372	0
CYP2D6	-2.175155959	1.61496104	1.034312305	0
ZFYVE21	-1.291132675	-1.339227422	3.653935882	0
